id,created_at,resolved_at,minutes,impact,status,name,components,updates,url,evidence
xdvd70bcnxzf,2023-09-08T12:53:00,2023-09-08T17:11:00,258,minor,resolved,Email Delivery Latency for SparkPost Customers in US,,,https://braze.statuspage.io/incidents/xdvd70bcnxzf,company-own (operational)
cftnn82w2xnl,2023-09-07T14:05:00,2023-09-07T15:53:00,108,minor,resolved,Email Delivery Latency for SparkPost Customers,,,https://braze.statuspage.io/incidents/cftnn82w2xnl,company-own (operational)
mr9zrsht94jp,2023-08-29T23:01:00,2023-08-29T00:00:00,59,maintenance,resolved,[Scheduled] US-01 Database Maintenance,,,https://braze.statuspage.io/incidents/mr9zrsht94jp,company-own (operational)
fh6s0g492m5r,2023-08-28T15:02:00,2023-08-28T16:00:00,58,maintenance,resolved,[Scheduled] EU-01 Database Maintenance,,,https://braze.statuspage.io/incidents/fh6s0g492m5r,company-own (operational)
2cy2s58n2pl8,2023-08-28T12:00:00,2023-08-28T13:00:00,60,maintenance,resolved,[Scheduled] US-06 Database Maintenance,,,https://braze.statuspage.io/incidents/2cy2s58n2pl8,company-own (operational)
r2llsn7w63nr,2023-08-24T17:00:00,2023-08-24T17:53:00,53,maintenance,resolved,[Scheduled] US-03 Database Maintenance,,,https://braze.statuspage.io/incidents/r2llsn7w63nr,company-own (operational)
t7jq9jksq0gc,2023-08-24T15:02:00,2023-08-24T15:53:00,51,maintenance,resolved,[Scheduled] US-04 Database Maintenance,,,https://braze.statuspage.io/incidents/t7jq9jksq0gc,company-own (operational)
pf9sqk9fkcx4,2023-08-24T12:00:00,2023-08-24T13:00:00,60,maintenance,resolved,[Scheduled] US-01 Database Maintenance,,,https://braze.statuspage.io/incidents/pf9sqk9fkcx4,company-own (operational)
p0hxdnyyc195,2023-08-23T23:00:00,2023-08-23T23:49:00,49,maintenance,resolved,[Scheduled] US-05 Database Maintenance,,,https://braze.statuspage.io/incidents/p0hxdnyyc195,company-own (operational)
gv38gk97w22w,2023-08-23T16:36:00,2023-08-23T18:46:00,130,major,resolved,Increased errors and latency on US03,,,https://braze.statuspage.io/incidents/gv38gk97w22w,company-own (operational)
rc0c5xm0tv1y,2023-08-21T21:00:00,2023-08-21T21:48:00,48,maintenance,resolved,[Scheduled] EU-01 Database Maintenance,,,https://braze.statuspage.io/incidents/rc0c5xm0tv1y,company-own (operational)
gb85x8tfd9ly,2023-08-21T19:00:00,2023-08-21T20:01:00,61,maintenance,resolved,[Scheduled] US-02 Database Maintenance,,,https://braze.statuspage.io/incidents/gb85x8tfd9ly,company-own (operational)
pmqph68pzhdr,2023-08-21T15:00:00,2023-08-21T16:00:00,60,maintenance,resolved,[Scheduled] EU-02 Database Maintenance,,,https://braze.statuspage.io/incidents/pmqph68pzhdr,company-own (operational)
38bmhz2tlv89,2023-08-21T12:02:00,2023-08-21T13:00:00,58,maintenance,resolved,[Scheduled] US-05 Database Maintenance,,,https://braze.statuspage.io/incidents/38bmhz2tlv89,company-own (operational)
pj4y7qb4djsc,2023-08-16T23:01:00,2023-08-16T23:38:00,37,maintenance,resolved,[Scheduled] US-03 Database Maintenance,,,https://braze.statuspage.io/incidents/pj4y7qb4djsc,company-own (operational)
vmtytnz8wv50,2023-08-15T23:01:00,2023-08-15T00:01:00,60,maintenance,resolved,[Scheduled] US-06 Database Maintenance,,,https://braze.statuspage.io/incidents/vmtytnz8wv50,company-own (operational)
60fyp0455s8c,2023-08-10T18:00:00,2023-08-10T18:33:00,33,maintenance,resolved,[Scheduled] US-04 Database Maintenance,,,https://braze.statuspage.io/incidents/60fyp0455s8c,company-own (operational)
tkjfmt0y3d87,2023-08-09T18:00:00,2023-08-09T18:42:00,42,maintenance,resolved,[Scheduled] EU-02 Database Maintenance,,,https://braze.statuspage.io/incidents/tkjfmt0y3d87,company-own (operational)
7kppl0c3byw4,2023-08-08T23:01:00,2023-08-08T23:53:00,52,maintenance,resolved,[Scheduled] US-02 Database Maintenance,,,https://braze.statuspage.io/incidents/7kppl0c3byw4,company-own (operational)
fmphrkrlr4mk,2023-08-07T14:00:00,2023-08-07T21:20:00,440,major,resolved,Errors and latency for links clicked in emails sent through SendGrid,,,https://braze.statuspage.io/incidents/fmphrkrlr4mk,company-own (operational)
69sl1gp55djc,2023-07-28T03:17:00,2023-07-28T05:03:00,106,minor,resolved,Data Processing and Messaging Latency impacting EU01 Cluster,,,https://braze.statuspage.io/incidents/69sl1gp55djc,company-own (operational)
f0h6h48wtfpr,2023-07-25T15:19:00,2023-07-25T16:07:00,48,major,resolved,US01 Increased API Errors,,,https://braze.statuspage.io/incidents/f0h6h48wtfpr,company-own (operational)
g9z6l1pv1mdw,2023-07-24T19:58:00,2023-07-24T20:31:00,33,minor,resolved,Latency Affecting US06 Cluster,,,https://braze.statuspage.io/incidents/g9z6l1pv1mdw,company-own (operational)
dqpwnrv4j1zt,2023-07-23T08:01:00,2023-07-23T10:00:00,119,maintenance,resolved,[Scheduled] Scheduled Maintenance - Email Drag and Drop Editor,,,https://braze.statuspage.io/incidents/dqpwnrv4j1zt,company-own (operational)
s2zjy7hk0ky6,2023-07-02T03:00:00,2023-07-02T03:31:00,31,maintenance,resolved,[Scheduled] Braze Support Portal and the Braze Support Web Form schedule maintenance,,,https://braze.statuspage.io/incidents/s2zjy7hk0ky6,company-own (operational)
n13gkzcz6sbq,2023-06-22T22:12:00,2023-06-22T23:36:00,84,major,resolved,US-05 Rest Connection Issues,,,https://braze.statuspage.io/incidents/n13gkzcz6sbq,company-own (operational)
tbydwqy72vmm,2023-06-21T15:17:00,2023-06-21T16:19:00,62,major,resolved,Increased REST API errors on EU-02 and US-05,,,https://braze.statuspage.io/incidents/tbydwqy72vmm,company-own (operational)
rsng07snc277,2023-06-19T00:17:00,2023-06-19T00:35:00,18,major,resolved,Increased API error rates for some endpoints on US 03,,,https://braze.statuspage.io/incidents/rsng07snc277,company-own (operational)
lwrjn983g8pw,2023-06-08T13:22:00,2023-06-08T15:12:00,110,major,resolved,Increased error rate and latency on US06,,,https://braze.statuspage.io/incidents/lwrjn983g8pw,company-own (operational)
qs43g18n9l97,2023-05-31T05:14:00,2023-05-31T05:47:00,33,minor,resolved,Networking issue impacting Dashboard and Outbound Messaging in APAC and South America regions,,,https://braze.statuspage.io/incidents/qs43g18n9l97,company-own (operational)
2cr03cvzw2jl,2023-05-19T15:41:00,2023-05-19T23:19:00,458,minor,resolved,Currents Data Latency,,,https://braze.statuspage.io/incidents/2cr03cvzw2jl,company-own (operational)
pp6mhh9k87h6,2023-05-02T17:21:00,2023-05-02T19:30:00,129,minor,resolved,Increased error rate on US 05,,,https://braze.statuspage.io/incidents/pp6mhh9k87h6,company-own (operational)
gq2cz24swdmz,2023-05-01T12:05:00,2023-05-01T14:46:00,161,minor,resolved,Increased error rates for customers close to the San Jose region,,,https://braze.statuspage.io/incidents/gq2cz24swdmz,company-own (operational)
1z20n35y739s,2023-04-05T23:07:00,2023-04-05T01:42:00,155,major,resolved,Support Services Outage,,,https://braze.statuspage.io/incidents/1z20n35y739s,company-own (operational)
hsgg1hshp83k,2023-03-07T11:44:00,2023-03-07T17:45:00,361,minor,resolved,US Email Events Delay,,,https://braze.statuspage.io/incidents/hsgg1hshp83k,company-own (operational)
8kj9gz1v60bz,2023-02-28T15:30:00,2023-02-28T16:51:00,81,minor,resolved,Email Events Delay,,,https://braze.statuspage.io/incidents/8kj9gz1v60bz,company-own (operational)
z93x2v0np042,2023-02-28T13:48:00,2023-02-28T15:03:00,75,major,resolved,US02 Campaign & Canvas Save Timeout,,,https://braze.statuspage.io/incidents/z93x2v0np042,company-own (operational)
qwm3wf4kk1c5,2023-02-17T06:28:00,2023-02-17T10:37:00,249,major,resolved,Braze Support unavailable for some users,,,https://braze.statuspage.io/incidents/qwm3wf4kk1c5,company-own (operational)
5rsgrjxyb4sz,2023-02-08T18:01:00,2023-02-08T20:00:00,119,maintenance,resolved,[Scheduled] EU-02 Network Maintenance,,,https://braze.statuspage.io/incidents/5rsgrjxyb4sz,company-own (operational)
ss4ltxvnh3vg,2023-02-08T16:08:00,2023-02-08T17:06:00,58,minor,resolved,Dashboard Slowness,,,https://braze.statuspage.io/incidents/ss4ltxvnh3vg,company-own (operational)
wcxm2gk87bll,2023-02-02T12:32:00,2023-02-02T14:51:00,139,minor,resolved,Reporting Data Delayed,,,https://braze.statuspage.io/incidents/wcxm2gk87bll,company-own (operational)
pm8j1z80p621,2023-01-19T21:00:00,2023-01-19T22:16:00,76,maintenance,resolved,[Scheduled] Braze Website Maintenance,,,https://braze.statuspage.io/incidents/pm8j1z80p621,company-own (operational)
b3c72m1tvkmq,2023-01-11T14:09:00,2023-01-11T21:27:00,438,minor,resolved,Intermittent data load timeouts on Braze dashboards.,,,https://braze.statuspage.io/incidents/b3c72m1tvkmq,company-own (operational)
f2mzhjmyg1n5,2022-12-17T09:49:00,2022-12-17T11:18:00,89,minor,resolved,EU-01 Delayed Processing,,,https://braze.statuspage.io/incidents/f2mzhjmyg1n5,company-own (operational)
pk6mh73wnrwh,2022-12-17T08:00:00,2022-12-17T08:53:00,53,major,resolved,EU-01 Services Down,,,https://braze.statuspage.io/incidents/pk6mh73wnrwh,company-own (operational)
dj5nxq2kflwy,2022-12-12T21:57:00,2022-12-12T23:43:00,106,minor,resolved,US-05 Data Processing Delays,,,https://braze.statuspage.io/incidents/dj5nxq2kflwy,company-own (operational)
jkz55m0z563b,2022-11-17T12:13:00,2022-11-17T18:28:00,375,critical,resolved,Increased SDK Error Rates on US05,,,https://braze.statuspage.io/incidents/jkz55m0z563b,company-own (operational)
xkl182ddfgvr,2022-11-16T15:50:00,2022-11-16T16:19:00,29,critical,resolved,Increased SDK Error Rates US05,,,https://braze.statuspage.io/incidents/xkl182ddfgvr,company-own (operational)
60v5szl38s36,2022-10-21T21:21:00,2022-10-21T21:40:00,19,minor,resolved,US 05 delayed message sending for some customers,,,https://braze.statuspage.io/incidents/60v5szl38s36,company-own (operational)
vvnffkjk1ll3,2022-10-04T18:34:00,2022-10-04T19:03:00,29,major,resolved,Increased SDK Error Rates Affecting US Clusters,,,https://braze.statuspage.io/incidents/vvnffkjk1ll3,company-own (operational)
dhcckwcb3vrx,2022-10-02T19:47:00,2022-10-02T19:58:00,11,minor,resolved,US-02 Data Processing and Messaging Delays,,,https://braze.statuspage.io/incidents/dhcckwcb3vrx,company-own (operational)
dnqqctcqywsn,2022-09-23T23:13:00,2022-09-23T03:47:00,274,minor,resolved,Service degradation on US-03 and US-06,,,https://braze.statuspage.io/incidents/dnqqctcqywsn,company-own (operational)
dg1ckjfmnzb9,2022-09-13T00:20:00,2022-09-13T23:33:00,1393,minor,resolved,Network latency impacting customers located in the Asia region,,,https://braze.statuspage.io/incidents/dg1ckjfmnzb9,company-own (operational)
0h9w8zx6qh2w,2022-08-31T19:00:00,2022-08-31T21:01:00,121,maintenance,resolved,[Scheduled] EU-02 Network Maintenance,,,https://braze.statuspage.io/incidents/0h9w8zx6qh2w,company-own (operational)
sp6mbmlf9g2s,2022-08-29T18:00:00,2022-08-29T20:01:00,121,maintenance,resolved,[Scheduled] EU-02 Network Maintenance,,,https://braze.statuspage.io/incidents/sp6mbmlf9g2s,company-own (operational)
rb2mhrwh0cgj,2022-08-26T11:47:00,2022-08-26T14:36:00,169,major,resolved,Errors when accessing Drag and Drop editor,,,https://braze.statuspage.io/incidents/rb2mhrwh0cgj,company-own (operational)
vrjfbc15c3f3,2022-08-10T09:41:00,2022-08-10T10:44:00,63,major,resolved,Increased error rates and latency in US 03,,,https://braze.statuspage.io/incidents/vrjfbc15c3f3,company-own (operational)
r8rfvl0sx4pd,2022-08-05T12:06:00,2022-08-05T13:00:00,54,major,resolved,Increased error rates on US 04 REST API,,,https://braze.statuspage.io/incidents/r8rfvl0sx4pd,company-own (operational)
2n6qcqn8dd4g,2022-08-02T03:29:00,2022-08-02T06:29:00,180,minor,resolved,Increased error rates in US 03,,,https://braze.statuspage.io/incidents/2n6qcqn8dd4g,company-own (operational)
j3v5lcrvpx5v,2022-07-28T09:01:00,2022-07-28T17:00:00,479,maintenance,resolved,[Scheduled] US-01 Network Maintenance,,,https://braze.statuspage.io/incidents/j3v5lcrvpx5v,company-own (operational)
z9zhdct2604l,2022-07-27T09:01:00,2022-07-27T17:01:00,480,maintenance,resolved,[Scheduled] US-03 Network Maintenance,,,https://braze.statuspage.io/incidents/z9zhdct2604l,company-own (operational)
4mwhws28w20b,2022-07-27T09:00:00,2022-07-27T17:00:00,480,maintenance,resolved,[Scheduled] US-06 Network Maintenance,,,https://braze.statuspage.io/incidents/4mwhws28w20b,company-own (operational)
cnd23sc4wrck,2022-07-26T09:00:00,2022-07-26T17:00:00,480,maintenance,resolved,[Scheduled] US-04 Network Maintenance,,,https://braze.statuspage.io/incidents/cnd23sc4wrck,company-own (operational)
595259m4pl3h,2022-07-26T09:00:00,2022-07-26T17:00:00,480,maintenance,resolved,[Scheduled] US-02 Network Maintenance,,,https://braze.statuspage.io/incidents/595259m4pl3h,company-own (operational)
pj7kxnv4zp7d,2022-07-25T07:18:00,2022-07-25T08:24:00,66,minor,resolved,Dashboard Errors / Slowness on EU01,,,https://braze.statuspage.io/incidents/pj7kxnv4zp7d,company-own (operational)
0thr4jrfc1dq,2022-07-21T09:00:00,2022-07-21T14:00:00,300,maintenance,resolved,[Scheduled] US-05 Network Maintenance,,,https://braze.statuspage.io/incidents/0thr4jrfc1dq,company-own (operational)
688xkbfsx2cw,2022-07-19T10:18:00,2022-07-19T11:41:00,83,minor,resolved,Segment Export Delays in Multiple Clusters,,,https://braze.statuspage.io/incidents/688xkbfsx2cw,company-own (operational)
6dv5flsjnh5s,2022-07-15T13:00:00,2022-07-15T17:00:00,240,maintenance,resolved,[Scheduled] US-05 Network Maintenance,,,https://braze.statuspage.io/incidents/6dv5flsjnh5s,company-own (operational)
hwjdz7vnmhz6,2022-07-05T21:42:00,2022-07-05T22:02:00,20,major,resolved,EU 01 connectivity issues,,,https://braze.statuspage.io/incidents/hwjdz7vnmhz6,company-own (operational)
bwsvvrx1f8bt,2022-06-29T14:00:00,2022-06-29T17:00:00,180,maintenance,resolved,[Scheduled] US-05 Network Maintenance,,,https://braze.statuspage.io/incidents/bwsvvrx1f8bt,company-own (operational)
r8jprcqzt6s5,2022-06-02T20:43:00,2022-06-02T21:29:00,46,minor,resolved,Increased Job Processing latency in US01,,,https://braze.statuspage.io/incidents/r8jprcqzt6s5,company-own (operational)
n7rjv9dvywq8,2022-05-19T22:00:00,2022-05-19T22:47:00,47,maintenance,resolved,[Scheduled] Content Delivery Network Maintenance,,,https://braze.statuspage.io/incidents/n7rjv9dvywq8,company-own (operational)
pvnqdhzblqqt,2022-04-20T04:13:00,2022-04-20T07:07:00,174,critical,resolved,"Issue affecting APIs, Dashboard, Data Processing, and Message Sending",,,https://braze.statuspage.io/incidents/pvnqdhzblqqt,company-own (operational)
5b2wc7fn1cls,2022-04-14T04:07:00,2022-04-14T04:32:00,25,minor,resolved,"Issue affecting APIs, Data Processing, and Message Sending",,,https://braze.statuspage.io/incidents/5b2wc7fn1cls,company-own (operational)
3tslynwfz9xy,2022-03-23T15:09:00,2022-03-23T16:33:00,84,minor,resolved,Issue affecting the ability to analyze variants on Canvases,,,https://braze.statuspage.io/incidents/3tslynwfz9xy,company-own (operational)
572yckpxp159,2022-02-25T03:30:00,2022-02-25T04:30:00,60,maintenance,resolved,[Scheduled] The braze.com website maintenance,,,https://braze.statuspage.io/incidents/572yckpxp159,company-own (operational)
dbk30x8m2718,2022-02-23T19:50:00,2022-02-23T20:18:00,28,major,resolved,Increased REST API errors in 06,,,https://braze.statuspage.io/incidents/dbk30x8m2718,company-own (operational)
dtlkssq2jgwb,2022-02-16T13:54:00,2022-02-16T15:06:00,72,major,resolved,Dashboard Logon SMS 2FA latency,,,https://braze.statuspage.io/incidents/dtlkssq2jgwb,company-own (operational)
1c1m8vt0x3b8,2022-02-05T11:09:00,2022-02-05T11:44:00,35,major,resolved,Investigating increased error rates on US 03 REST API,,,https://braze.statuspage.io/incidents/1c1m8vt0x3b8,company-own (operational)
hy4bb3thx9q7,2022-01-31T12:22:00,2022-01-31T13:55:00,93,minor,resolved,Increased Data Processing latency in multiple clusters,,,https://braze.statuspage.io/incidents/hy4bb3thx9q7,company-own (operational)
4n2ksrz8ttdg,2022-01-24T11:52:00,2022-01-24T13:07:00,75,minor,resolved,Increased Rest API Error Rates in EU01,,,https://braze.statuspage.io/incidents/4n2ksrz8ttdg,company-own (operational)
2n60tsgdqxmy,2022-01-04T14:35:00,2022-01-04T15:18:00,43,minor,resolved,Data Process Latency on US 03,,,https://braze.statuspage.io/incidents/2n60tsgdqxmy,company-own (operational)
kzpf4r5mnv2f,2021-12-29T07:02:00,2021-12-29T08:30:00,88,major,resolved,US 05 issues,,,https://braze.statuspage.io/incidents/kzpf4r5mnv2f,company-own (operational)
hd58qhmtv6lk,2021-12-22T08:40:00,2021-12-22T09:06:00,26,minor,resolved,Increased Latency in US01/US03,,,https://braze.statuspage.io/incidents/hd58qhmtv6lk,company-own (operational)
3ngw1pwtp697,2021-12-07T11:46:00,2021-12-07T18:08:00,382,minor,resolved,Data Processing Performance on US Clusters,,,https://braze.statuspage.io/incidents/3ngw1pwtp697,company-own (operational)
s9hy2kzk9z6g,2021-11-28T19:38:00,2021-11-28T20:22:00,44,minor,resolved,Delayed Data Processing on US06,,,https://braze.statuspage.io/incidents/s9hy2kzk9z6g,company-own (operational)
2sqfx10kz9gq,2021-11-22T03:46:00,2021-11-22T04:14:00,28,major,resolved,US 03 errors,,,https://braze.statuspage.io/incidents/2sqfx10kz9gq,company-own (operational)
8rg0sx9dckw5,2021-11-13T18:42:00,2021-11-13T19:21:00,39,minor,resolved,Investigating issues on US 03,,,https://braze.statuspage.io/incidents/8rg0sx9dckw5,company-own (operational)
crszd2b0x1qn,2021-11-12T05:44:00,2021-11-12T07:30:00,106,major,resolved,EU delays,,,https://braze.statuspage.io/incidents/crszd2b0x1qn,company-own (operational)
tscqjkddbfvz,2021-11-08T11:35:00,2021-11-08T12:49:00,74,critical,resolved,We are investigating connectivity issues on EU 01,,,https://braze.statuspage.io/incidents/tscqjkddbfvz,company-own (operational)
f1b79w8m7jsb,2021-10-28T14:03:00,2021-10-28T16:48:00,165,minor,resolved,Email sending delays for Sparkpost customers,,,https://braze.statuspage.io/incidents/f1b79w8m7jsb,company-own (operational)
nx722c7kj6zm,2021-09-30T10:46:00,2021-09-30T11:42:00,56,minor,resolved,"Delayed data processing and message sending on US 01, US 03, US 04, US 06",,,https://braze.statuspage.io/incidents/nx722c7kj6zm,company-own (operational)
brr0d4c2nz6w,2021-08-31T16:05:00,2021-08-31T21:50:00,345,minor,resolved,Delayed Email Event Processing - US Customers,,,https://braze.statuspage.io/incidents/brr0d4c2nz6w,company-own (operational)
m8lg3rd8r365,2021-08-18T15:13:00,2021-08-18T18:55:00,222,none,resolved,Snowflake incident on US Clusters,,,https://braze.statuspage.io/incidents/m8lg3rd8r365,company-own (operational)
pyt47nvrl21l,2021-08-07T12:13:00,2021-08-07T13:42:00,89,minor,resolved,Delayed Email Sending in EU,,,https://braze.statuspage.io/incidents/pyt47nvrl21l,company-own (operational)
5gpdtfs4lmxp,2021-08-05T10:57:00,2021-08-05T14:55:00,238,minor,resolved,Currents delays on some US Clusters,,,https://braze.statuspage.io/incidents/5gpdtfs4lmxp,company-own (operational)
hk8b0whvzv76,2021-07-16T09:11:00,2021-07-16T10:02:00,51,minor,resolved,Increased error rates in US 06,,,https://braze.statuspage.io/incidents/hk8b0whvzv76,company-own (operational)
v7php7gl170b,2021-07-13T01:58:00,2021-07-13T02:15:00,17,critical,resolved,Dashboard Loading Issues - All Clusters,,,https://braze.statuspage.io/incidents/v7php7gl170b,company-own (operational)
lhyxfzxf3gh8,2021-06-08T06:10:00,2021-06-08T07:40:00,90,major,resolved,Connectivity issues due to Fastly CDN outage,,,https://braze.statuspage.io/incidents/lhyxfzxf3gh8,company-own (operational)
r3xt5vnflt72,2021-06-07T22:30:00,2021-06-07T23:09:00,39,major,resolved,Increased error rates for SDK data collection in EU 01,,,https://braze.statuspage.io/incidents/r3xt5vnflt72,company-own (operational)
qsj39tth7d3w,2021-05-25T12:44:00,2021-05-25T13:55:00,71,minor,resolved,Delayed data processing and message sending for some customers,,,https://braze.statuspage.io/incidents/qsj39tth7d3w,company-own (operational)
lcnz4q8d5h30,2021-05-11T18:40:00,2021-05-11T19:52:00,72,minor,resolved,Delayed Support Services,,,https://braze.statuspage.io/incidents/lcnz4q8d5h30,company-own (operational)
skd09rf27k1r,2021-05-07T22:35:00,2021-05-07T01:11:00,156,none,resolved,Email sending delays for MailJet customers,,,https://braze.statuspage.io/incidents/skd09rf27k1r,company-own (operational)
jx62jn1q839c,2021-04-28T15:46:00,2021-04-28T17:13:00,87,minor,resolved,Email sending delays on EU 01,,,https://braze.statuspage.io/incidents/jx62jn1q839c,company-own (operational)
rgsh50gbvsdm,2021-04-26T12:09:00,2021-04-26T17:38:00,329,major,resolved,Increased Email Bounce rate for Apple domains,,,https://braze.statuspage.io/incidents/rgsh50gbvsdm,company-own (operational)
gqnjh14wtqzd,2021-04-15T01:00:00,2021-04-15T05:00:00,240,maintenance,resolved,[Scheduled] US-01 Database Maintenance,,,https://braze.statuspage.io/incidents/gqnjh14wtqzd,company-own (operational)
0q0dcnvlw59x,2021-04-14T18:00:00,2021-04-14T22:00:00,240,maintenance,resolved,[Scheduled] EU-01 Database Maintenance,,,https://braze.statuspage.io/incidents/0q0dcnvlw59x,company-own (operational)
60hvx9qykdh8,2021-04-14T01:00:00,2021-04-14T05:00:00,240,maintenance,resolved,[Scheduled] US-01 Database Maintenance,,,https://braze.statuspage.io/incidents/60hvx9qykdh8,company-own (operational)
w8d5t9rxl2j0,2021-04-13T18:01:00,2021-04-13T22:00:00,239,maintenance,resolved,[Scheduled] EU-01 Database Maintenance,,,https://braze.statuspage.io/incidents/w8d5t9rxl2j0,company-own (operational)
zpwtsg9mq44n,2021-04-13T01:02:00,2021-04-13T05:00:00,238,maintenance,resolved,[Scheduled] US-01 Database Maintenance,,,https://braze.statuspage.io/incidents/zpwtsg9mq44n,company-own (operational)
lb99d8qsfbyc,2021-04-12T01:00:00,2021-04-12T05:00:00,240,maintenance,resolved,[Scheduled] US-03 Database Maintenance,,,https://braze.statuspage.io/incidents/lb99d8qsfbyc,company-own (operational)
vplv95vlpb7r,2021-04-09T01:00:00,2021-04-09T05:00:00,240,maintenance,resolved,[Scheduled] US-03 Database Maintenance,,,https://braze.statuspage.io/incidents/vplv95vlpb7r,company-own (operational)
0vj1x1x1sn74,2021-04-08T23:01:00,2021-04-08T01:00:00,119,maintenance,resolved,[Scheduled] US-01 Analytics Database Maintenance,,,https://braze.statuspage.io/incidents/0vj1x1x1sn74,company-own (operational)
0lcf60j21k0j,2021-04-08T23:01:00,2021-04-08T01:00:00,119,maintenance,resolved,[Scheduled] US-04 Analytics Database Maintenance,,,https://braze.statuspage.io/incidents/0lcf60j21k0j,company-own (operational)
6tswwbz3dv7j,2021-04-08T01:00:00,2021-04-08T05:00:00,240,maintenance,resolved,[Scheduled] US-03 Database Maintenance,,,https://braze.statuspage.io/incidents/6tswwbz3dv7j,company-own (operational)
3n1wyjrmgmh2,2021-04-07T01:00:00,2021-04-07T05:00:00,240,maintenance,resolved,[Scheduled] US-06 Database Maintenance,,,https://braze.statuspage.io/incidents/3n1wyjrmgmh2,company-own (operational)
j1l4w9jg0vwm,2021-04-06T18:00:00,2021-04-06T22:00:00,240,maintenance,resolved,[Scheduled] US-04 Database Maintenance,,,https://braze.statuspage.io/incidents/j1l4w9jg0vwm,company-own (operational)
3klsyqxdcwl1,2021-04-06T02:00:00,2021-04-06T04:00:00,120,maintenance,resolved,[Scheduled] US-02 Database Maintenance,,,https://braze.statuspage.io/incidents/3klsyqxdcwl1,company-own (operational)
gp6q8tb1xgck,2021-04-01T23:01:00,2021-04-01T01:00:00,119,maintenance,resolved,[Scheduled] US-03 Database Maintenance,,,https://braze.statuspage.io/incidents/gp6q8tb1xgck,company-own (operational)
kft7vtj2fc30,2021-03-18T23:00:00,2021-03-18T01:00:00,120,maintenance,resolved,[Scheduled] EU-01 Database Maintenance,,,https://braze.statuspage.io/incidents/kft7vtj2fc30,company-own (operational)
w28rvzgd41w5,2021-03-18T23:00:00,2021-03-18T01:00:00,120,maintenance,resolved,[Scheduled] US-06 Database Maintenance,,,https://braze.statuspage.io/incidents/w28rvzgd41w5,company-own (operational)
mfnn517z0y39,2021-03-05T08:00:00,2021-03-05T09:00:00,60,maintenance,resolved,[Scheduled] The Braze.com website maintenance,,,https://braze.statuspage.io/incidents/mfnn517z0y39,company-own (operational)
91vbl87md7sw,2021-03-04T23:00:00,2021-03-04T01:00:00,120,maintenance,resolved,[Scheduled] US-02 Database Maintenance,,,https://braze.statuspage.io/incidents/91vbl87md7sw,company-own (operational)
r4vd87kcy87s,2021-02-26T09:40:00,2021-02-26T11:29:00,109,major,resolved,SMS Processing Issues,,,https://braze.statuspage.io/incidents/r4vd87kcy87s,company-own (operational)
h490wvnh9t8q,2021-02-24T04:01:00,2021-02-24T04:27:00,26,minor,resolved,Increased error rates in US 06,,,https://braze.statuspage.io/incidents/h490wvnh9t8q,company-own (operational)
zkhsgmp88kr5,2021-02-23T13:29:00,2021-02-23T13:58:00,29,critical,resolved,US 08 SDK API Errors,,,https://braze.statuspage.io/incidents/zkhsgmp88kr5,company-own (operational)
6m5xwdqs8rr7,2021-02-18T08:20:00,2021-02-18T08:34:00,14,major,resolved,US 01 connectivity errors,,,https://braze.statuspage.io/incidents/6m5xwdqs8rr7,company-own (operational)
nyrhw93rzzk4,2021-02-01T15:55:00,2021-02-01T16:50:00,55,minor,resolved,Degraded Performance - Data Processing and Message Sending,,,https://braze.statuspage.io/incidents/nyrhw93rzzk4,company-own (operational)
b0zq1xjlt7sk,2021-01-21T19:30:00,2021-01-21T20:36:00,66,minor,resolved,Processing Latency,,,https://braze.statuspage.io/incidents/b0zq1xjlt7sk,company-own (operational)
223xwkq9q2r2,2021-01-12T11:01:00,2021-01-12T11:37:00,36,major,resolved,Connectivity issues,,,https://braze.statuspage.io/incidents/223xwkq9q2r2,company-own (operational)
33zgnsm1q9x0,2020-12-18T18:52:00,2020-12-18T10:51:00,959,none,resolved,Google Mail bounce reporting and handling,,,https://braze.statuspage.io/incidents/33zgnsm1q9x0,company-own (operational)
5dtfq8z3t2bh,2020-12-18T12:13:00,2020-12-18T14:32:00,139,major,resolved,US-03 Active canvases archived,,,https://braze.statuspage.io/incidents/5dtfq8z3t2bh,company-own (operational)
ts2j49nqrp1n,2020-12-14T16:00:00,2020-12-14T17:00:00,60,maintenance,resolved,[Scheduled] Braze.com Maintenance,,,https://braze.statuspage.io/incidents/ts2j49nqrp1n,company-own (operational)
1whbj4x9w5vj,2020-12-09T15:31:00,2020-12-09T16:14:00,43,minor,resolved,US-03 SDK API increased error rates and data processing Delays,,,https://braze.statuspage.io/incidents/1whbj4x9w5vj,company-own (operational)
6cnqhbgs113k,2020-12-08T23:00:00,2020-12-08T02:00:00,180,maintenance,resolved,[Scheduled] US Network Maintenance,,,https://braze.statuspage.io/incidents/6cnqhbgs113k,company-own (operational)
w4r24zk1h3rj,2020-12-04T23:00:00,2020-12-04T02:00:00,180,maintenance,resolved,[Scheduled] US 04 and 06 Network Maintenance,,,https://braze.statuspage.io/incidents/w4r24zk1h3rj,company-own (operational)
jdfb21f88zj7,2020-12-04T18:28:00,2020-12-04T21:13:00,165,minor,resolved,"Degraded SDK Data Collection in US01, US03",,,https://braze.statuspage.io/incidents/jdfb21f88zj7,company-own (operational)
