date,kind,event,source_file,evidence
2023-05-31,incident,incident (minor): Networking issue impacting Dashboard and Outbound Messaging in APAC and South America regions,incidents.csv,company-own (operational)
2023-06-01,release,public repo created: audience-sync-partner-spec,repos.csv,company-own (technical)
2023-06-02,release,public repo created: kt-paperclip,repos.csv,company-own (technical)
2023-06-08,filing,"8-K filed (2.02,9.01)",filings.csv,statutory (SEC)
2023-06-08,incident,incident (major): Increased error rate and latency on US06,incidents.csv,company-own (operational)
2023-06-09,filing,S-3ASR filed,filings.csv,statutory (SEC)
2023-06-09,filing,10-Q filed,filings.csv,statutory (SEC)
2023-06-12,release,braze-swift-sdk 6.3.0,sdk_releases.csv,company-own (technical)
2023-06-14,filing,4 filed,filings.csv,statutory (SEC)
2023-06-14,filing,4 filed,filings.csv,statutory (SEC)
2023-06-15,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2023-06-16,filing,4 filed,filings.csv,statutory (SEC)
2023-06-16,filing,4 filed,filings.csv,statutory (SEC)
2023-06-16,filing,4 filed,filings.csv,statutory (SEC)
2023-06-19,incident,incident (major): Increased API error rates for some endpoints on US 03,incidents.csv,company-own (operational)
2023-06-21,incident,incident (major): Increased REST API errors on EU-02 and US-05,incidents.csv,company-own (operational)
2023-06-21,release,braze-react-native-sdk 5.1.0,sdk_releases.csv,company-own (technical)
2023-06-21,release,public repo created: kubespawner,repos.csv,company-own (technical)
2023-06-22,incident,incident (major): US-05 Rest Connection Issues,incidents.csv,company-own (operational)
2023-06-28,release,public repo created: XCTestHTMLReport,repos.csv,company-own (technical)
2023-06-28,release,public repo created: XCResultKit,repos.csv,company-own (technical)
2023-07-02,incident,incident (maintenance): [Scheduled] Braze Support Portal and the Braze Support Web Form schedule maintenance,incidents.csv,company-own (operational)
2023-07-03,filing,4 filed,filings.csv,statutory (SEC)
2023-07-03,filing,4 filed,filings.csv,statutory (SEC)
2023-07-03,filing,4 filed,filings.csv,statutory (SEC)
2023-07-03,filing,4 filed,filings.csv,statutory (SEC)
2023-07-03,filing,4 filed,filings.csv,statutory (SEC)
2023-07-05,filing,8-K filed (5.07),filings.csv,statutory (SEC)
2023-07-05,filing,144 filed,filings.csv,statutory (SEC)
2023-07-06,filing,144 filed,filings.csv,statutory (SEC)
2023-07-07,filing,4 filed,filings.csv,statutory (SEC)
2023-07-07,filing,4 filed,filings.csv,statutory (SEC)
2023-07-07,release,braze-swift-sdk 6.3.1,sdk_releases.csv,company-own (technical)
2023-07-10,filing,4 filed,filings.csv,statutory (SEC)
2023-07-11,filing,144 filed,filings.csv,statutory (SEC)
2023-07-12,filing,144 filed,filings.csv,statutory (SEC)
2023-07-13,filing,144 filed,filings.csv,statutory (SEC)
2023-07-13,filing,4 filed,filings.csv,statutory (SEC)
2023-07-13,release,braze-react-native-sdk 5.2.0,sdk_releases.csv,company-own (technical)
2023-07-14,filing,4 filed,filings.csv,statutory (SEC)
2023-07-14,filing,144 filed,filings.csv,statutory (SEC)
2023-07-14,filing,144 filed,filings.csv,statutory (SEC)
2023-07-17,filing,4 filed,filings.csv,statutory (SEC)
2023-07-18,filing,4 filed,filings.csv,statutory (SEC)
2023-07-18,filing,4 filed,filings.csv,statutory (SEC)
2023-07-20,filing,4 filed,filings.csv,statutory (SEC)
2023-07-21,filing,4 filed,filings.csv,statutory (SEC)
2023-07-23,incident,incident (maintenance): [Scheduled] Scheduled Maintenance - Email Drag and Drop Editor,incidents.csv,company-own (operational)
2023-07-24,incident,incident (minor): Latency Affecting US06 Cluster,incidents.csv,company-own (operational)
2023-07-25,incident,incident (major): US01 Increased API Errors,incidents.csv,company-own (operational)
2023-07-26,release,braze-swift-sdk 6.4.0,sdk_releases.csv,company-own (technical)
2023-07-28,filing,4 filed,filings.csv,statutory (SEC)
2023-07-28,incident,incident (minor): Data Processing and Messaging Latency impacting EU01 Cluster,incidents.csv,company-own (operational)
2023-07-28,release,public repo created: Burrow,repos.csv,company-own (technical)
2023-07-31,financial,FY2024 as at 2023-07-31 reported,financials_annual.csv,audited (SEC XBRL)
2023-08-01,filing,4 filed,filings.csv,statutory (SEC)
2023-08-01,release,public repo created: storybook-addon-taffy,repos.csv,company-own (technical)
2023-08-02,filing,4 filed,filings.csv,statutory (SEC)
2023-08-02,release,braze-swift-sdk 6.5.0,sdk_releases.csv,company-own (technical)
2023-08-03,filing,4 filed,filings.csv,statutory (SEC)
2023-08-03,release,braze-react-native-sdk 6.0.0,sdk_releases.csv,company-own (technical)
2023-08-07,incident,incident (major): Errors and latency for links clicked in emails sent through SendGrid,incidents.csv,company-own (operational)
2023-08-08,incident,incident (maintenance): [Scheduled] US-02 Database Maintenance,incidents.csv,company-own (operational)
2023-08-08,release,braze-cordova-sdk 6.0.0,sdk_releases.csv,company-own (technical)
2023-08-08,release,braze-react-native-sdk 6.0.1,sdk_releases.csv,company-own (technical)
2023-08-09,incident,incident (maintenance): [Scheduled] EU-02 Database Maintenance,incidents.csv,company-own (operational)
2023-08-10,incident,incident (maintenance): [Scheduled] US-04 Database Maintenance,incidents.csv,company-own (operational)
2023-08-11,release,braze-react-native-sdk 6.0.2,sdk_releases.csv,company-own (technical)
2023-08-15,incident,incident (maintenance): [Scheduled] US-06 Database Maintenance,incidents.csv,company-own (operational)
2023-08-15,release,braze-swift-sdk 6.6.0,sdk_releases.csv,company-own (technical)
2023-08-16,incident,incident (maintenance): [Scheduled] US-03 Database Maintenance,incidents.csv,company-own (operational)
2023-08-17,filing,4 filed,filings.csv,statutory (SEC)
2023-08-17,filing,4 filed,filings.csv,statutory (SEC)
2023-08-18,filing,4 filed,filings.csv,statutory (SEC)
2023-08-18,filing,4 filed,filings.csv,statutory (SEC)
2023-08-18,filing,4 filed,filings.csv,statutory (SEC)
2023-08-18,filing,4 filed,filings.csv,statutory (SEC)
2023-08-18,filing,4/A filed,filings.csv,statutory (SEC)
2023-08-18,filing,4/A filed,filings.csv,statutory (SEC)
2023-08-18,filing,4 filed,filings.csv,statutory (SEC)
2023-08-18,filing,4 filed,filings.csv,statutory (SEC)
2023-08-18,filing,144 filed,filings.csv,statutory (SEC)
2023-08-18,filing,144 filed,filings.csv,statutory (SEC)
2023-08-21,incident,incident (maintenance): [Scheduled] EU-01 Database Maintenance,incidents.csv,company-own (operational)
2023-08-21,incident,incident (maintenance): [Scheduled] US-02 Database Maintenance,incidents.csv,company-own (operational)
2023-08-21,incident,incident (maintenance): [Scheduled] EU-02 Database Maintenance,incidents.csv,company-own (operational)
2023-08-21,incident,incident (maintenance): [Scheduled] US-05 Database Maintenance,incidents.csv,company-own (operational)
2023-08-22,filing,4 filed,filings.csv,statutory (SEC)
2023-08-22,filing,4 filed,filings.csv,statutory (SEC)
2023-08-23,filing,144 filed,filings.csv,statutory (SEC)
2023-08-23,incident,incident (maintenance): [Scheduled] US-05 Database Maintenance,incidents.csv,company-own (operational)
2023-08-23,incident,incident (major): Increased errors and latency on US03,incidents.csv,company-own (operational)
2023-08-24,incident,incident (maintenance): [Scheduled] US-03 Database Maintenance,incidents.csv,company-own (operational)
2023-08-24,incident,incident (maintenance): [Scheduled] US-04 Database Maintenance,incidents.csv,company-own (operational)
2023-08-24,incident,incident (maintenance): [Scheduled] US-01 Database Maintenance,incidents.csv,company-own (operational)
2023-08-25,filing,4 filed,filings.csv,statutory (SEC)
2023-08-25,filing,4 filed,filings.csv,statutory (SEC)
2023-08-28,incident,incident (maintenance): [Scheduled] EU-01 Database Maintenance,incidents.csv,company-own (operational)
2023-08-28,incident,incident (maintenance): [Scheduled] US-06 Database Maintenance,incidents.csv,company-own (operational)
2023-08-29,incident,incident (maintenance): [Scheduled] US-01 Database Maintenance,incidents.csv,company-own (operational)
2023-09-01,filing,144 filed,filings.csv,statutory (SEC)
2023-09-06,filing,4 filed,filings.csv,statutory (SEC)
2023-09-07,filing,"8-K filed (2.02,9.01)",filings.csv,statutory (SEC)
2023-09-07,incident,incident (minor): Email Delivery Latency for SparkPost Customers,incidents.csv,company-own (operational)
2023-09-08,filing,144 filed,filings.csv,statutory (SEC)
2023-09-08,filing,144 filed,filings.csv,statutory (SEC)
2023-09-08,filing,10-Q filed,filings.csv,statutory (SEC)
2023-09-08,incident,incident (minor): Email Delivery Latency for SparkPost Customers in US,incidents.csv,company-own (operational)
2023-09-12,filing,4 filed,filings.csv,statutory (SEC)
2023-09-12,filing,4 filed,filings.csv,statutory (SEC)
2023-09-12,filing,4 filed,filings.csv,statutory (SEC)
2023-09-12,release,braze-react-native-sdk 7.0.0,sdk_releases.csv,company-own (technical)
2023-09-13,filing,4 filed,filings.csv,statutory (SEC)
2023-09-13,filing,4 filed,filings.csv,statutory (SEC)
2023-09-14,filing,4 filed,filings.csv,statutory (SEC)
2023-09-14,filing,4 filed,filings.csv,statutory (SEC)
2023-09-14,incident,incident (major): Increased errors and latency for US 04 SDK Collection,incidents.csv,company-own (operational)
2023-09-14,release,braze-cordova-sdk 7.0.0,sdk_releases.csv,company-own (technical)
2023-09-14,release,braze-swift-sdk 6.6.1,sdk_releases.csv,company-own (technical)
2023-09-15,filing,144 filed,filings.csv,statutory (SEC)
2023-09-15,release,braze-segment-swift 2.0.0,sdk_releases.csv,company-own (technical)
2023-09-19,filing,4 filed,filings.csv,statutory (SEC)
2023-09-19,release,public repo created: braze-segment-android,repos.csv,company-own (technical)
2023-09-22,incident,incident (none): Errors and latency impacting multiple services,incidents.csv,company-own (operational)
2023-09-25,release,public repo created: llama.cpp,repos.csv,company-own (technical)
2023-09-28,incident,incident (none): Elevated SDK errors and latency impacting US-01 cluster,incidents.csv,company-own (operational)
2023-09-29,filing,4 filed,filings.csv,statutory (SEC)
2023-10-03,release,braze-swift-sdk 7.0.0,sdk_releases.csv,company-own (technical)
2023-10-04,filing,4 filed,filings.csv,statutory (SEC)
2023-10-06,filing,144 filed,filings.csv,statutory (SEC)
2023-10-10,filing,4 filed,filings.csv,statutory (SEC)
2023-10-10,filing,144 filed,filings.csv,statutory (SEC)
2023-10-11,filing,144 filed,filings.csv,statutory (SEC)
2023-10-12,release,public repo created: xdm,repos.csv,company-own (technical)
2023-10-13,filing,4 filed,filings.csv,statutory (SEC)
2023-10-16,incident,incident (minor): Dashboard Timeouts,incidents.csv,company-own (operational)
2023-10-17,filing,144 filed,filings.csv,statutory (SEC)
2023-10-17,release,braze-segment-swift 2.1.0,sdk_releases.csv,company-own (technical)
2023-10-18,filing,4 filed,filings.csv,statutory (SEC)
2023-10-18,incident,incident (minor): Dashboard Campaign List Timeouts,incidents.csv,company-own (operational)
2023-10-19,filing,4 filed,filings.csv,statutory (SEC)
2023-10-19,incident,"incident (minor): US01 SDK, Messaging and Data Processing Latency",incidents.csv,company-own (operational)
2023-10-19,release,braze-react-native-sdk 8.0.0,sdk_releases.csv,company-own (technical)
2023-10-23,release,braze-swift-sdk 7.1.0,sdk_releases.csv,company-own (technical)
2023-10-24,filing,4 filed,filings.csv,statutory (SEC)
2023-10-27,filing,4 filed,filings.csv,statutory (SEC)
2023-10-30,incident,incident (major): Increased SDK and REST API errors on US02,incidents.csv,company-own (operational)
2023-10-31,financial,FY2024 as at 2023-10-31 reported,financials_annual.csv,audited (SEC XBRL)
2023-11-03,filing,4 filed,filings.csv,statutory (SEC)
2023-11-03,incident,incident (minor): Data Processing and Outbound Messaging Latency for US01,incidents.csv,company-own (operational)
2023-11-13,incident,incident (minor): Increased latency in Data Processing (US05 US06),incidents.csv,company-own (operational)
2023-11-14,release,braze-react-native-sdk 8.1.0,sdk_releases.csv,company-own (technical)
2023-11-14,release,braze-swift-sdk 7.2.0,sdk_releases.csv,company-own (technical)
2023-11-15,filing,144 filed,filings.csv,statutory (SEC)
2023-11-16,filing,4 filed,filings.csv,statutory (SEC)
2023-11-17,filing,4 filed,filings.csv,statutory (SEC)
2023-11-17,filing,4 filed,filings.csv,statutory (SEC)
2023-11-17,incident,incident (none): Increased US01 SDK API errors,incidents.csv,company-own (operational)
2023-11-20,filing,4 filed,filings.csv,statutory (SEC)
2023-11-20,filing,4 filed,filings.csv,statutory (SEC)
2023-11-20,filing,4 filed,filings.csv,statutory (SEC)
2023-11-20,filing,4 filed,filings.csv,statutory (SEC)
2023-11-20,filing,4 filed,filings.csv,statutory (SEC)
2023-11-20,filing,4 filed,filings.csv,statutory (SEC)
2023-11-20,filing,144 filed,filings.csv,statutory (SEC)
2023-11-22,filing,4 filed,filings.csv,statutory (SEC)
2023-11-22,filing,4 filed,filings.csv,statutory (SEC)
2023-11-26,release,public repo created: braze-swift-sdk-prebuilt-dynamic,repos.csv,company-own (technical)
2023-11-26,release,public repo created: braze-swift-sdk-prebuilt-static,repos.csv,company-own (technical)
2023-11-27,incident,incident (minor): US05 SDK and Messaging Latency,incidents.csv,company-own (operational)
2023-11-27,release,braze-swift-sdk 7.3.0,sdk_releases.csv,company-own (technical)
2023-11-28,release,braze-segment-swift 2.2.0,sdk_releases.csv,company-own (technical)
2023-11-29,incident,incident (minor): US05 Message Sending Latency,incidents.csv,company-own (operational)
2023-11-30,release,braze-react-native-sdk 8.2.0,sdk_releases.csv,company-own (technical)
2023-12-01,filing,144 filed,filings.csv,statutory (SEC)
2023-12-01,incident,incident (minor): US 05 Message Sending & Data Processing Latency for Some Customers,incidents.csv,company-own (operational)
2023-12-03,incident,incident (critical): Delayed Support Services,incidents.csv,company-own (operational)
2023-12-05,filing,4 filed,filings.csv,statutory (SEC)
2023-12-06,filing,"8-K filed (2.02,9.01)",filings.csv,statutory (SEC)
2023-12-07,filing,10-Q filed,filings.csv,statutory (SEC)
2023-12-11,incident,incident (maintenance): [Scheduled] Braze Support Portal Maintenance,incidents.csv,company-own (operational)
2023-12-12,filing,4 filed,filings.csv,statutory (SEC)
2023-12-12,filing,4 filed,filings.csv,statutory (SEC)
2023-12-12,filing,4 filed,filings.csv,statutory (SEC)
2023-12-12,release,braze-swift-sdk 7.4.0,sdk_releases.csv,company-own (technical)
2023-12-12,release,braze-swift-sdk-prebuilt-dynamic 7.4.0,sdk_releases.csv,company-own (technical)
2023-12-12,release,braze-swift-sdk-prebuilt-static 7.4.0,sdk_releases.csv,company-own (technical)
2023-12-12,release,public repo created: phonelib,repos.csv,company-own (technical)
2023-12-13,filing,144 filed,filings.csv,statutory (SEC)
2023-12-15,filing,4 filed,filings.csv,statutory (SEC)
2023-12-15,filing,144 filed,filings.csv,statutory (SEC)
2023-12-15,filing,4 filed,filings.csv,statutory (SEC)
2023-12-15,incident,incident (major): Increased REST Errors,incidents.csv,company-own (operational)
2023-12-18,filing,4 filed,filings.csv,statutory (SEC)
2023-12-18,filing,4 filed,filings.csv,statutory (SEC)
2023-12-18,filing,4 filed,filings.csv,statutory (SEC)
2023-12-18,filing,144 filed,filings.csv,statutory (SEC)
2023-12-19,filing,4 filed,filings.csv,statutory (SEC)
2023-12-19,filing,144 filed,filings.csv,statutory (SEC)
2023-12-19,incident,incident (none): Android Push Notification Latency,incidents.csv,company-own (operational)
2023-12-21,filing,4 filed,filings.csv,statutory (SEC)
2023-12-27,filing,4 filed,filings.csv,statutory (SEC)
2023-12-29,filing,4 filed,filings.csv,statutory (SEC)
2024-01-05,filing,4 filed,filings.csv,statutory (SEC)
2024-01-08,release,braze-swift-sdk 7.5.0,sdk_releases.csv,company-own (technical)
2024-01-08,release,braze-swift-sdk-prebuilt-dynamic 7.5.0,sdk_releases.csv,company-own (technical)
2024-01-08,release,braze-swift-sdk-prebuilt-static 7.5.0,sdk_releases.csv,company-own (technical)
2024-01-09,filing,144 filed,filings.csv,statutory (SEC)
2024-01-10,release,braze-xamarin-sdk 3.0.0,sdk_releases.csv,company-own (technical)
2024-01-10,release,braze-xamarin-sdk 2.0.1,sdk_releases.csv,company-own (technical)
2024-01-10,release,braze-xamarin-sdk 2.0.0,sdk_releases.csv,company-own (technical)
2024-01-10,release,braze-react-native-sdk 8.3.0,sdk_releases.csv,company-own (technical)
2024-01-11,filing,4 filed,filings.csv,statutory (SEC)
2024-01-12,filing,144 filed,filings.csv,statutory (SEC)
2024-01-13,incident,incident (minor): Database issue impacting a subset of customers across clusters,incidents.csv,company-own (operational)
2024-01-17,filing,4 filed,filings.csv,statutory (SEC)
2024-01-18,filing,4 filed,filings.csv,statutory (SEC)
2024-01-19,incident,incident (minor): Data Processing and Message Sending latency across multiple clusters,incidents.csv,company-own (operational)
2024-01-19,release,public repo created: adobe-experience-platform-docs-fork.en,repos.csv,company-own (technical)
2024-01-23,release,braze-android-sdk v30.0.0,sdk_releases.csv,company-own (technical)
2024-01-24,incident,incident (minor): Latency Affecting Android Push,incidents.csv,company-own (operational)
2024-01-29,filing,SC 13G filed,filings.csv,statutory (SEC)
2024-01-30,incident,"incident (minor): Latency Affecting US01, US03 and US05 Clusters",incidents.csv,company-own (operational)
2024-01-30,release,braze-xamarin-sdk 4.0.1,sdk_releases.csv,company-own (technical)
2024-01-30,release,braze-xamarin-sdk 4.0.0,sdk_releases.csv,company-own (technical)
2024-01-30,release,braze-swift-sdk 7.6.0,sdk_releases.csv,company-own (technical)
2024-01-30,release,braze-swift-sdk-prebuilt-dynamic 7.6.0,sdk_releases.csv,company-own (technical)
2024-01-30,release,braze-swift-sdk-prebuilt-static 7.6.0,sdk_releases.csv,company-own (technical)
2024-01-31,financial,FY2024 reported,financials_annual.csv,audited (SEC XBRL)
2024-02-01,release,braze-swift-sdk 6.6.2,sdk_releases.csv,company-own (technical)
2024-02-05,filing,4 filed,filings.csv,statutory (SEC)
2024-02-05,filing,4 filed,filings.csv,statutory (SEC)
2024-02-05,filing,4 filed,filings.csv,statutory (SEC)
2024-02-05,filing,4 filed,filings.csv,statutory (SEC)
2024-02-05,filing,4 filed,filings.csv,statutory (SEC)
2024-02-07,incident,incident (minor): Latency Affecting iOS Push,incidents.csv,company-own (operational)
2024-02-08,release,braze-cordova-sdk 8.0.0,sdk_releases.csv,company-own (technical)
2024-02-09,release,braze-swift-sdk 7.7.0,sdk_releases.csv,company-own (technical)
2024-02-09,release,braze-swift-sdk-prebuilt-dynamic 7.7.0,sdk_releases.csv,company-own (technical)
2024-02-09,release,braze-swift-sdk-prebuilt-static 7.7.0,sdk_releases.csv,company-own (technical)
2024-02-12,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-02-12,release,braze-swift-sdk 8.0.0,sdk_releases.csv,company-own (technical)
2024-02-12,release,braze-android-sdk v30.1.0,sdk_releases.csv,company-own (technical)
2024-02-12,release,braze-swift-sdk-prebuilt-dynamic 8.0.0,sdk_releases.csv,company-own (technical)
2024-02-12,release,braze-swift-sdk-prebuilt-static 8.0.0,sdk_releases.csv,company-own (technical)
2024-02-12,release,public repo created: firebase-admin-go,repos.csv,company-own (technical)
2024-02-13,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-02-14,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-02-14,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-02-14,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-02-14,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-02-14,filing,SC 13G/A filed,filings.csv,statutory (SEC)
2024-02-14,release,braze-xamarin-sdk 4.0.2,sdk_releases.csv,company-own (technical)
2024-02-14,release,braze-swift-sdk 8.0.1,sdk_releases.csv,company-own (technical)
2024-02-14,release,braze-swift-sdk-prebuilt-dynamic 8.0.1,sdk_releases.csv,company-own (technical)
2024-02-14,release,braze-swift-sdk-prebuilt-static 8.0.1,sdk_releases.csv,company-own (technical)
2024-02-15,filing,4 filed,filings.csv,statutory (SEC)
2024-02-19,incident,incident (major): Latency and Errors impacting US03,incidents.csv,company-own (operational)
2024-02-20,filing,4 filed,filings.csv,statutory (SEC)
2024-02-20,filing,144 filed,filings.csv,statutory (SEC)
2024-02-21,filing,4 filed,filings.csv,statutory (SEC)
2024-02-21,filing,4 filed,filings.csv,statutory (SEC)
2024-02-21,filing,4 filed,filings.csv,statutory (SEC)
2024-02-21,filing,4 filed,filings.csv,statutory (SEC)
2024-02-21,filing,4 filed,filings.csv,statutory (SEC)
2024-02-21,filing,4 filed,filings.csv,statutory (SEC)
2024-02-21,incident,incident (minor): US-03 Messaging and Data Processing Latency,incidents.csv,company-own (operational)
2024-02-22,release,public repo created: sql_exporter,repos.csv,company-own (technical)
2024-02-24,incident,incident (minor): Issue impacting SparkPost email open and click metrics across US clusters,incidents.csv,company-own (operational)
2024-02-26,release,public repo created: prometheus-helm-charts,repos.csv,company-own (technical)
2024-02-26,release,public repo created: kafka_exporter,repos.csv,company-own (technical)
2024-02-27,release,braze-android-sdk v30.1.1,sdk_releases.csv,company-own (technical)
2024-02-29,release,braze-react-native-sdk 8.4.0,sdk_releases.csv,company-own (technical)
2024-03-01,release,braze-cordova-sdk 8.1.0,sdk_releases.csv,company-own (technical)
2024-03-05,incident,incident (minor): Meta Incident Impacting WhatsApp & Facebook Audience Sync,incidents.csv,company-own (operational)
2024-03-06,release,public repo created: clickhouse_ruby_driver,repos.csv,company-own (technical)
2024-03-07,release,braze-swift-sdk 8.1.0,sdk_releases.csv,company-own (technical)
2024-03-07,release,braze-swift-sdk-prebuilt-dynamic 8.1.0,sdk_releases.csv,company-own (technical)
2024-03-07,release,braze-swift-sdk-prebuilt-static 8.1.0,sdk_releases.csv,company-own (technical)
2024-03-08,release,braze-react-native-sdk 9.0.0,sdk_releases.csv,company-own (technical)
2024-03-13,release,braze-segment-swift 2.3.0,sdk_releases.csv,company-own (technical)
2024-03-14,release,braze-swift-sdk 8.2.0,sdk_releases.csv,company-own (technical)
2024-03-14,release,braze-swift-sdk-prebuilt-dynamic 8.2.0,sdk_releases.csv,company-own (technical)
2024-03-14,release,braze-swift-sdk-prebuilt-static 8.2.0,sdk_releases.csv,company-own (technical)
2024-03-15,filing,144 filed,filings.csv,statutory (SEC)
2024-03-15,release,public repo created: braze-firebase-uninstall-tracking,repos.csv,company-own (technical)
2024-03-18,filing,4 filed,filings.csv,statutory (SEC)
2024-03-18,release,braze-android-sdk v30.3.0,sdk_releases.csv,company-own (technical)
2024-03-19,filing,4 filed,filings.csv,statutory (SEC)
2024-03-19,incident,incident (minor): Transactional messaging errors and latency impacting US Clusters,incidents.csv,company-own (operational)
2024-03-19,release,braze-swift-sdk 8.2.1,sdk_releases.csv,company-own (technical)
2024-03-19,release,braze-swift-sdk-prebuilt-dynamic 8.2.1,sdk_releases.csv,company-own (technical)
2024-03-19,release,braze-swift-sdk-prebuilt-static 8.2.1,sdk_releases.csv,company-own (technical)
2024-03-21,incident,incident (minor): Elevated Messaging Latency Impacting US Clusters,incidents.csv,company-own (operational)
2024-03-21,release,public repo created: braze-swift-sdk-prebuilt-mergeable,repos.csv,company-own (technical)
2024-03-26,filing,4 filed,filings.csv,statutory (SEC)
2024-03-26,filing,4 filed,filings.csv,statutory (SEC)
2024-03-26,incident,incident (minor): Messaging Latency Impacting US Clusters,incidents.csv,company-own (operational)
2024-03-27,filing,"8-K filed (2.02,9.01)",filings.csv,statutory (SEC)
2024-03-27,release,braze-react-native-sdk 9.1.0,sdk_releases.csv,company-own (technical)
2024-04-01,filing,4 filed,filings.csv,statutory (SEC)
2024-04-01,filing,S-8 filed,filings.csv,statutory (SEC)
2024-04-01,filing,10-K filed,filings.csv,statutory (SEC)
2024-04-03,incident,incident (minor): Meta incident impacting WhatsApp Message Sending,incidents.csv,company-own (operational)
2024-04-04,filing,144 filed,filings.csv,statutory (SEC)
2024-04-04,release,braze-swift-sdk 8.3.0,sdk_releases.csv,company-own (technical)
2024-04-04,release,braze-swift-sdk-prebuilt-dynamic 8.3.0,sdk_releases.csv,company-own (technical)
2024-04-04,release,braze-swift-sdk-prebuilt-static 8.3.0,sdk_releases.csv,company-own (technical)
2024-04-05,release,braze-swift-sdk-prebuilt-mergeable 8.3.0,sdk_releases.csv,company-own (technical)
2024-04-06,release,public repo created: dalli,repos.csv,company-own (technical)
2024-04-08,filing,4 filed,filings.csv,statutory (SEC)
2024-04-09,release,braze-swift-sdk 8.4.0,sdk_releases.csv,company-own (technical)
2024-04-09,release,braze-swift-sdk-prebuilt-dynamic 8.4.0,sdk_releases.csv,company-own (technical)
2024-04-09,release,braze-swift-sdk-prebuilt-static 8.4.0,sdk_releases.csv,company-own (technical)
2024-04-09,release,braze-swift-sdk-prebuilt-mergeable 8.4.0,sdk_releases.csv,company-own (technical)
2024-04-11,filing,144 filed,filings.csv,statutory (SEC)
2024-04-12,filing,144 filed,filings.csv,statutory (SEC)
2024-04-12,filing,4 filed,filings.csv,statutory (SEC)
2024-04-15,filing,4 filed,filings.csv,statutory (SEC)
2024-04-16,filing,4 filed,filings.csv,statutory (SEC)
2024-04-16,filing,4 filed,filings.csv,statutory (SEC)
2024-04-16,filing,4 filed,filings.csv,statutory (SEC)
2024-04-17,filing,4 filed,filings.csv,statutory (SEC)
2024-04-18,release,braze-xamarin-sdk 4.0.3,sdk_releases.csv,company-own (technical)
2024-04-18,release,braze-react-native-sdk 9.2.0,sdk_releases.csv,company-own (technical)
2024-04-18,release,braze-android-sdk v30.4.0,sdk_releases.csv,company-own (technical)
2024-04-23,filing,4 filed,filings.csv,statutory (SEC)
2024-04-23,incident,incident (major): Issue impacting Braze Dashboard for users in South Asia,incidents.csv,company-own (operational)
2024-04-24,incident,incident (minor): Latency affecting Currents,incidents.csv,company-own (operational)
2024-04-24,release,public repo created: karafka-core,repos.csv,company-own (technical)
2024-04-24,release,public repo created: waterdrop,repos.csv,company-own (technical)
2024-04-24,release,public repo created: karafka-rdkafka,repos.csv,company-own (technical)
2024-04-25,incident,incident (major): REST and Dashboard Increased Errors in EU02,incidents.csv,company-own (operational)
2024-04-25,release,braze-swift-sdk 9.0.0,sdk_releases.csv,company-own (technical)
2024-04-25,release,braze-swift-sdk-prebuilt-dynamic 9.0.0,sdk_releases.csv,company-own (technical)
2024-04-25,release,braze-swift-sdk-prebuilt-static 9.0.0,sdk_releases.csv,company-own (technical)
2024-04-25,release,braze-swift-sdk-prebuilt-mergeable 9.0.0,sdk_releases.csv,company-own (technical)
2024-04-26,incident,incident (critical): Elevated errors on EU01 Dashboard and SDK data collection,incidents.csv,company-own (operational)
2024-04-29,incident,incident (critical): Issue impacting US clusters,incidents.csv,company-own (operational)
2024-04-29,release,braze-segment-swift 2.4.0,sdk_releases.csv,company-own (technical)
2024-04-29,release,public repo created: redis-rb,repos.csv,company-own (technical)
2024-04-30,financial,FY2025 as at 2024-04-30 reported,financials_annual.csv,audited (SEC XBRL)
2024-04-30,release,braze-react-native-sdk 10.0.0,sdk_releases.csv,company-own (technical)
2024-05-01,release,braze-cordova-sdk 9.0.0,sdk_releases.csv,company-own (technical)
2024-05-01,release,braze-xamarin-sdk 5.0.0,sdk_releases.csv,company-own (technical)
2024-05-03,filing,4 filed,filings.csv,statutory (SEC)
2024-05-03,filing,144 filed,filings.csv,statutory (SEC)
2024-05-06,release,braze-android-sdk v31.0.0,sdk_releases.csv,company-own (technical)
2024-05-07,filing,4 filed,filings.csv,statutory (SEC)
2024-05-09,release,braze-android-sdk v31.1.0,sdk_releases.csv,company-own (technical)
2024-05-10,release,braze-react-native-sdk 11.0.0,sdk_releases.csv,company-own (technical)
2024-05-14,filing,ARS filed,filings.csv,statutory (SEC)
2024-05-14,filing,DEFA14A filed,filings.csv,statutory (SEC)
2024-05-14,filing,DEF 14A filed,filings.csv,statutory (SEC)
2024-05-14,release,braze-swift-sdk 9.1.0,sdk_releases.csv,company-own (technical)
2024-05-14,release,braze-swift-sdk-prebuilt-dynamic 9.1.0,sdk_releases.csv,company-own (technical)
2024-05-14,release,braze-swift-sdk-prebuilt-static 9.1.0,sdk_releases.csv,company-own (technical)
2024-05-14,release,braze-swift-sdk-prebuilt-mergeable 9.1.0,sdk_releases.csv,company-own (technical)
